,names,address,phone,web,description,category,city,link,long,lat,principal
171,The Dance Factory,"Km. 14.5 Carretera a El Salvador, Centro Comercial Escala Local B-2, Ciudad de Guatemala Ver mapa.",6634-2230 | 2258-8628,https://es-la.facebook.com/DanceFactoryGT/,The Dance Factory es una de las academias de baile más grande del país. Cuenta con tres sucursales en la Ciudad de Guatemala y clases de distintos géneros musicales. Son conocidos gracias a sus clausuras con escenografías únicas y bailes espectaculares. Aceptan a bailarines a partir de los 4 años de edad y es una opción única para enamorarte del baile.,Baile,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Dance+Factory+Escala/@14.5903643,-90.6515221,11z/data=!4m8!1m2!2m1!1sthe+dance+factory+guatemala!3m4!1s0x8589a55c8478ef63:0x954729ede0a09b4b!8m2!3d14.5587471!4d-90.4633846",-90.6515221,14.5903643,"{'type': 'Point', 'coordinates': ['-90.6515221', '14.5903643']}"
172,The Dance Factory,Majadas Once,,,,,,"https://www.google.com.ar/maps/place/Dance+Factory+Majadas+Once/@14.5904478,-90.6515216,11z/data=!4m8!1m2!2m1!1sthe+dance+factory+guatemala!3m4!1s0x8589a1375ae5ad3b:0x9357388c0f739a6d!8m2!3d14.6223989!4d-90.5594852",-90.6515216,14.5904478,"{'type': 'Point', 'coordinates': ['-90.6515216', '14.5904478']}"
173,The Dance Factory,Las Americas,,,,,,"https://www.google.com.ar/maps/place/Dance+Factory+Am%C3%A9ricas/@14.5902808,-90.6515227,11z/data=!4m8!1m2!2m1!1sdance+factory+guatemala!3m4!1s0x8589a3dd998e1035:0x2c988dff0841f19b!8m2!3d14.5893968!4d-90.5191896",-90.6515227,14.5902808,"{'type': 'Point', 'coordinates': ['-90.6515227', '14.5902808']}"
174,The Fit Center,"Blvd. Rafael Landivar, 10-05 Zona 16",tel:+(502) 2493-7666,https://directorio.guatemala.com/listing_reports.php?report=website&id=744,"The Fit Center es un concepto integral de gimnasio personalizado en Paseo Cayalá. Programas integrales: clases de ejercicios, suplementos, nutrición, y quiropráctica.

En una clase de 45 minutos, estarás haciendo ejercicios funcionales y de aislamiento muscular que tienen además gran impacto en tu metabolismo, por lo que estarás quemando calorías hasta 48 horas después de entrenar.","Pesas, Pilates, TRX",Guatemala - Guatemala,"https://www.google.com.ar/maps/place/THE+FIT+CENTER/@14.6105748,-90.4942138,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a301cc796225:0xd4662afcac347f9e!8m2!3d14.610575!4d-90.485459",-90.4942138,14.6105748,"{'type': 'Point', 'coordinates': ['-90.4942138', '14.6105748']}"
175,Top Spin,Km 14.1 Al Salv. Cc Paseo Sn Sebastian,(+502) 2369 8694,,,deportes,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/LAI+LAI+PASEO+SAN+SEBASTIA/@14.5621821,-90.4653169,17.66z/data=!4m5!3m4!1s0x8589a4a732e530f3:0x1782e18b5a30d8d6!8m2!3d14.5634762!4d-90.4643947",-90.4653169,14.5621821,"{'type': 'Point', 'coordinates': ['-90.4653169', '14.5621821']}"
176,Tres Virtudes (Pure Yoga),Diagonal 35 Boulevard Austriaco 16-25 C.C. Cardales S-207 Zona 16,(+502) 2491 4240,,,deportes,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Pure+Yoga/@14.6119048,-90.4919407,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2fdfe4123f1:0xb0d903b50c3ed6b4!8m2!3d14.611905!4d-90.4831859",-90.4919407,14.6119048,"{'type': 'Point', 'coordinates': ['-90.4919407', '14.6119048']}"
177,Unidanza Guatemala,"Cardales de Cayalá Zona 16 Local 207 Sur, Diagonal 35 Bulevar Austriaco 16-25, Ciudad de Guatemala Ver mapa.",2491-4337,http://unidanza.net/,"En Unidanza vas a encontrar un gran equipo de maestros de ballet, jazz, hip hop y pilates, entregados a la enseñanza de la danza con el deseo de desarrollar y compartir este arte con futuras generaciones. Lo mejor es que las clases son personalizadas y cuentan con distintas presentaciones en lugares llenos de historia. ¡A bailar se ha dicho!",Baile,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/UNIDANZA/@14.6113926,-90.4919482,15z/data=!4m8!1m2!2m1!1sUnidanza+Guatemala!3m4!1s0x8589a3e1f202964f:0xccccf68ae4958565!8m2!3d14.6123689!4d-90.4829988",-90.4919482,14.6113926,"{'type': 'Point', 'coordinates': ['-90.4919482', '14.6113926']}"
178,Unlimited Dance Academy,"Bulevar Los Próceres, 24-24 zona 10 C. C. Las Cañas, Ciudad de Guatemala Ver mapa.",2366-7892 | 2366-7893,https://unlimited-dance.com.gt/,"¿Con ganas de aprender pasos nuevos? Sin duda alguna Unlimited Dance Academy es un buen lugar para disfrutar del baile y de sus diferentes ritmos. Cuentan con más de 20 años de experiencia, con clases personalizadas y pasos impresionantes. Lo mejor es que cuentan con presentaciones y un ambiente muy agradable, en donde seguro conocerás personas que comparten la pasión por el baile.",Baile,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Unlimited+Dance+Academy/@14.5814489,-90.5051898,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a39a168e4a87:0x9363c47bff4a6df7!8m2!3d14.5814491!4d-90.496435",-90.5051898,14.5814489,"{'type': 'Point', 'coordinates': ['-90.5051898', '14.5814489']}"
179,Urban Yoga,"Km 15.5 Carr. a El Salvador, Edificio Plaza Concep",tel:+(502) 4622-0497,,"Urban Yoga es un estudio en Carretera a El Salvador ofreciendo clases de Yoga de diferentes tipos: Vinyasa, Align & Flow, Hatha, Slow Flow, Ashtanga y clases estilo Mysore. Atrévete a algo fuera de lo convencional y divertido. Urban Yoga te invita a visitarlos.",Yoga,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Plaza+Concepci%C3%B3n/@14.5527477,-90.4551883,17.45z/data=!4m8!1m2!2m1!1surban+yoga+plaza+concep!3m4!1s0x0:0xa4875a23e8fcb4ef!8m2!3d14.5535455!4d-90.453925",-90.4551883,14.5527477,"{'type': 'Point', 'coordinates': ['-90.4551883', '14.5527477']}"
180,Vertical Shapes,"2da. Calle 23-51 Zona 15, Vista Hermosa I",tel:+(502) 2369-8775,https://directorio.guatemala.com/listing_reports.php?report=website&id=427,"Vertical Shapes es una academia especializada en Pole Fitness y acrobacias aéreas, dirigido al 100% para mujeres que desean ejercitar y tonificar su cuerpo, siempre de una forma entretenida y logrando un aumento en la autoestima de cada una.

El Pole Dance está dirigido a mujeres que desean ejercitar y tonificar su cuerpo de una forma entretenida y logrando aumento en la autoestima.",Pole Dance,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Boom+Kettlebell-Gym/@14.584902,-90.4865434,19.63z/data=!4m8!1m2!2m1!1s2da.+Calle+23-51+Zona+15,+Vista+Hermosa+I!3m4!1s0x0:0xf97f9484a95fdc27!8m2!3d14.5850754!4d-90.4861145",-90.4865434,14.584902,"{'type': 'Point', 'coordinates': ['-90.4865434', '14.584902']}"
181,Vitam CrossFit,5a Avenida 12-56 Zona 14,tel:+(502) 2366-6810,https://directorio.guatemala.com/listing_reports.php?report=website&id=488,"El mejor y más completo método de acondicionamiento físico en donde usamos movimientos naturales y rutinas balanceadas de gymnastics, levantamiento de pesas y cardio.",Crossfit,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/5+Avenida+12,+Cdad.+de+Guatemala,+Guatemala/@14.5848272,-90.5198261,16.08z/data=!4m5!3m4!1s0x8589a3e843a9b98b:0xcb2da5a5d4519f21!8m2!3d14.5855706!4d-90.5154309",-90.5198261,14.5848272,"{'type': 'Point', 'coordinates': ['-90.5198261', '14.5848272']}"
182,Waterproof Swim Academy,15 Av A y 3 Cl D Mixco Z 8,(+502) 2375 8195,,,natacion,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Waterproof+Swim+Academy+San+Cristobal/@14.5890564,-90.6032724,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1df4a12645b:0x2ab9f04f45520346!8m2!3d14.5890566!4d-90.5945176",-90.6032724,14.5890564,"{'type': 'Point', 'coordinates': ['-90.6032724', '14.5890564']}"
183,Waterproof Swim Academy,San Isidro Zona 16,,,,,,"https://www.google.com.ar/maps/place/Waterproof+Swim+Academy/@14.6140712,-90.4797833,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2e09c422cff:0xa1c3cca0eb4ad310!8m2!3d14.6140714!4d-90.4710285",-90.4797833,14.6140712,"{'type': 'Point', 'coordinates': ['-90.4797833', '14.6140712']}"
184,Xsport Fitness Center,"Calz. Aguilar Batres, 37-95 Zona 12",tel:+(502) 2476-9841,,"En Xsport Fitness Center son por excelencia más que un gimnasio. Encontrarás la mejor asesoría, promociones y actividades para lograr tus metas.","Pesas, Crossfit",Guatemala - Guatemala,"https://www.google.com.ar/maps/place/Xsport+Fitness+Center/@14.5873798,-90.5706683,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1203ac79f53:0xfc38ea2da04bac8a!8m2!3d14.58738!4d-90.5619135",-90.5706683,14.5873798,"{'type': 'Point', 'coordinates': ['-90.5706683', '14.5873798']}"
185,Xtream Gym,6a. Avenida 6-63 Zona 10,tel:+(502) 2278-9325,https://directorio.guatemala.com/listing_reports.php?report=website&id=1212,"Nuestro gimnasio ofrece un entrenamiento por medio del acondicionamiento físico general que incluye la pérdida de peso y preparación física para mejorar el rendimiento en cualquier deporte.

Se realiza por medio de ejercicios con cambios de intensidad, trabajando con ejercicios aeróbicos y anaeróbicos, ejercicios de desarrollo de la fuerza con el uso del peso corporal, carrera, desarrollo de la coordinación, flexibilidad y explosividad del movimiento muscular.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/XTREAM+GYM/@14.606585,-90.5188815,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3cbc49ff5d7:0x252f462450e15f5c!8m2!3d14.6065852!4d-90.5101267",-90.5188815,14.606585,"{'type': 'Point', 'coordinates': ['-90.5188815', '14.606585']}"
186,YogAntigua,1ra Avenida Sur #6,tel:+(502) 5251-4809,https://directorio.guatemala.com/listing_reports.php?report=website&id=51884,"YogAntigua es la mejor opción que puedes elegir al momento de hacer ejercicio. Cuentan con equipo especializado, instructores calificados y la mejor disposición para que los visites. Mantén en armonía tu cuerpo y mente con YogAntigua",Yoga,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/YogAntigua/@14.5516518,-90.7426818,15z/data=!3m1!4b1!4m5!3m4!1s0x85890e6d4a5aad51:0x49c0e55c1a206fb8!8m2!3d14.551652!4d-90.733927",-90.7426818,14.5516518,"{'type': 'Point', 'coordinates': ['-90.7426818', '14.5516518']}"
187,Zardoz Fitness,16 Calle final 41-85 Zona 5,tel:+(502) 2336-0091,https://directorio.guatemala.com/listing_reports.php?report=website&id=52216,"Zardoz Fitness es un centro de entrenamiento en el que puedes mejorar tu condición física, ponerte en forma o sacar tu estrés. Cuentan con área para pesas, cardio, yoga, ejercicios funcionales, y muchas más clases. Visítalos en Zona 5.",Pesas,Guatemala - Guatemala,"https://www.google.com.ar/maps/place/ZarDoz+Gym/@14.6278428,-90.5013668,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2595f09d34b:0x48caba4fbf45ea66!8m2!3d14.627843!4d-90.492612",-90.5013668,14.6278428,"{'type': 'Point', 'coordinates': ['-90.5013668', '14.6278428']}"
